gc_content gc_skew gc_culm
0.563 -3.73001776198934 -3.73001776198934
0.56 6.42857142857143 2.69855366658209
0.586 3.41296928327645 6.11152294985854
0.564 3.54609929078014 9.65762224063868
0.569 4.04217926186292 13.6998015025016
0.581 5.33562822719449 19.0354297296961
0.577 3.63951473136915 22.6749444610652
0.585 -1.53846153846154 21.1364829226037
0.577 -2.94627383015598 18.1902090924477
0.577 -3.29289428076257 14.8973148116852
0.608 -5.92105263157895 8.97626218010621
0.555 -2.34234234234234 6.63391983776387
0.596 6.71140939597315 13.345329233737
0.533 10.6941838649156 24.0395130986526
0.58 -5.51724137931035 18.5222717193422
0.563 -3.73001776198934 14.7922539573529
0.569 -5.79964850615114 8.99260545120176
0.608 -5.26315789473684 3.72944755646492
0.593 4.5531197301855 8.28256728665042
0.562 4.27046263345196 12.5530299201024
0.561 2.67379679144385 15.2268267115462
0.571 -3.32749562171629 11.8993310898299
0.541 -4.99075785582255 6.90857323400739
0.586 -9.55631399317406 -2.64774075916668
0.613 -1.46818923327896 -4.11592999244563
0.557 -1.61579892280072 -5.73172891524635
0.49 8.57142857142857 2.83969965618222
0.545 0.917431192660551 3.75713084884277
0.582 2.74914089347079 6.50627174231356
0.537 1.67597765363128 8.18224939594485
0.548 -0.72992700729927 7.45232238864558
0.559 -1.96779964221825 5.48452274642733
0.548 2.55474452554745 8.03926727197478
0.57 -3.50877192982456 4.53049534215021
0.601 -1.49750415973378 3.03299118241644
0.554 -8.66425992779783 -5.6312687453814
0.57 -5.6140350877193 -11.2453038331007
0.52 3.84615384615385 -7.39914998694685
0.573 -1.57068062827225 -8.9698306152191
0.542 -6.27306273062731 -15.2428933458464
0.558 -3.2258064516129 -18.4686997974593
0.56 -3.92857142857143 -22.3972712260307
0.587 2.89608177172061 -19.5011894543101
0.482 -9.95850622406639 -29.4596956783765
0.526 0.380228136882129 -29.0794675414944
0.582 -10.9965635738832 -40.0760311153775
0.558 -7.52688172043011 -47.6029128358077
0.586 1.02389078498294 -46.5790220508247
0.616 -8.11688311688312 -54.6959051677078
0.597 2.84757118927973 -51.8483339784281
0.584 -2.05479452054795 -53.9031284989761
0.561 -5.16934046345811 -59.0724689624342
0.582 -6.18556701030928 -65.2580359727434
0.614 -5.21172638436482 -70.4697623571083
0.587 -12.0954003407155 -82.5651626978238
0.557 1.97486535008977 -80.590297347734
0.567 -2.29276895943563 -82.8830663071696
0.57 1.75438596491228 -81.1286803422573
0.566 2.82685512367491 -78.3018252185824
0.504 3.57142857142857 -74.7303966471539
0.567 -11.4638447971781 -86.194241444332
0.585 -12.8205128205128 -99.0147542648448
0.577 -1.55979202772964 -100.574546292574
0.558 -12.1863799283154 -112.76092622089
0.561 -5.88235294117647 -118.643279162066
0.568 7.3943661971831 -111.248912964883
0.548 3.28467153284672 -107.964241432037
0.58 0.689655172413793 -107.274586259623
0.612 2.28758169934641 -104.987004560276
0.569 12.1265377855888 -92.8604667746876
0.53 0 -92.8604667746876
0.559 -5.54561717352415 -98.4060839482117
0.594 7.07070707070707 -91.3353768775046
0.557 8.07899461400359 -83.2563822635011
0.558 -4.3010752688172 -87.5574575323183
0.587 0.511073253833049 -87.0463842784852
0.567 1.23456790123457 -85.8118163772506
0.569 -13.1810193321617 -98.9928357094123
0.586 -10.580204778157 -109.573040487569
0.561 2.67379679144385 -106.899243696125
0.609 -6.07553366174056 -112.974777357866
0.549 -9.2896174863388 -122.264394844205
0.53 10.9433962264151 -111.32099861779
0.524 0.763358778625954 -110.557639839164
0.505 -3.76237623762376 -114.320016076788
0.579 -6.39032815198618 -120.710344228774
0.586 3.7542662116041 -116.95607801717
0.56 6.78571428571429 -110.170363731455
0.576 7.63888888888889 -102.531474842566
0.595 4.20168067226891 -98.3297941702975
0.625 10.4 -87.9297941702975
0.537 -0.186219739292365 -88.1160139095899
0.584 -7.19178082191781 -95.3077947315077
0.573 -1.57068062827225 -96.87847535978
0.526 -11.4068441064639 -108.285319466244
0.571 -2.97723292469352 -111.262552390937
0.603 1.16086235489221 -110.101690036045
0.587 5.62180579216354 -104.479884243882
0.526 -12.1673003802281 -116.64718462411
0.56 -2.5 -119.14718462411
0.541 -10.1663585951941 -129.313543219304
0.592 -4.39189189189189 -133.705435111196
0.564 -17.0212765957447 -150.72671170694
0.556 -9.35251798561151 -160.079229692552
0.59 -13.8983050847458 -173.977534777298
0.539 -11.317254174397 -185.294788951695
0.575 -5.73913043478261 -191.033919386477
0.59 -10.8474576271186 -201.881377013596
0.584 -11.3013698630137 -213.18274687661
0.55 -14.9090909090909 -228.091837785701
0.532 -16.9172932330827 -245.009131018783
0.546 -7.69230769230769 -252.701438711091
0.572 -10.1398601398601 -262.841298850951
0.549 -11.83970856102 -274.681007411971
0.572 -4.89510489510489 -279.576112307076
0.552 -4.71014492753623 -284.286257234612
0.536 -11.9402985074627 -296.226555742075
0.535 -7.66355140186916 -303.890107143944
0.571 -7.88091068301226 -311.771017826956
0.541 -5.73012939001848 -317.501147216975
0.559 -3.7567084078712 -321.257855624846
0.542 -5.90405904059041 -327.161914665436
0.519 -7.89980732177264 -335.061721987209
0.542 -5.53505535055351 -340.596777337763
0.577 -3.29289428076257 -343.889671618525
0.526 -11.4068441064639 -355.296515724989
0.597 1.50753768844221 -353.788978036547
0.571 0.175131348511384 -353.613846688035
0.579 -0.172711571675302 -353.786558259711
0.604 1.32450331125828 -352.462054948452
0.577 -2.25303292894281 -354.715087877395
0.628 -1.27388535031847 -355.988973227714
0.611 4.4189852700491 -351.569987957665
0.598 2.67558528428094 -348.894402673384
0.589 -0.848896434634975 -349.743299108019
0.585 0.854700854700855 -348.888598253318
0.577 -0.519930675909879 -349.408528929228
0.61 -4.91803278688525 -354.326561716113
0.558 1.0752688172043 -353.251292898909
0.592 -0.675675675675676 -353.926968574584
0.593 -19.7301854974705 -373.657154072055
0.635 -16.2204724409449 -389.877626513
0.572 -15.3846153846154 -405.262241897615
0.559 -1.25223613595707 -406.514478033572
0.563 -2.30905861456483 -408.823536648137
0.586 -4.09556313993174 -412.919099788069
0.606 0 -412.919099788069
0.561 -23.3511586452763 -436.270258433345
0.604 -15.8940397350993 -452.164298168444
0.624 -14.7435897435897 -466.907887912034
0.603 -12.4378109452736 -479.345698857308
0.585 -0.512820512820513 -479.858519370128
0.544 -4.04411764705882 -483.902637017187
0.559 -0.536672629695885 -484.439309646883
0.612 -0.980392156862745 -485.419701803746
0.641 -7.95631825273011 -493.376020056476
0.56 -7.85714285714286 -501.233162913619
0.567 -9.70017636684303 -510.933339280462
0.582 -6.18556701030928 -517.118906290771
0.553 -13.9240506329114 -531.042956923682
0.567 -4.76190476190476 -535.804861685587
0.585 -3.58974358974359 -539.394605275331
0.548 -2.18978102189781 -541.584386297229
0.547 -0.548446069469835 -542.132832366698
0.539 -2.04081632653061 -544.173648693229
0.524 0.763358778625954 -543.410289914603
0.557 -8.07899461400359 -551.489284528607
0.521 -1.72744721689059 -553.216731745497
0.54 -4.07407407407407 -557.290805819571
0.539 -3.15398886827458 -560.444794687846
0.547 -3.10786106032907 -563.552655748175
0.561 -4.81283422459893 -568.365489972774
0.53 -1.13207547169811 -569.497565444472
0.502 0.796812749003984 -568.700752695468
0.502 -9.56175298804781 -578.262505683516
0.494 -0.404858299595142 -578.667363983111
0.508 -5.51181102362205 -584.179175006733
0.514 -1.94552529182879 -586.124700298562
0.521 3.26295585412668 -582.861744444435
0.551 8.8929219600726 -573.968822484363
0.556 8.27338129496403 -565.695441189398
0.548 9.85401459854015 -555.841426590858
0.538 7.80669144981413 -548.034735141044
0.543 3.86740331491713 -544.167331826127
0.555 0.18018018018018 -543.987151645947
0.543 0.552486187845304 -543.434665458102
0.589 -0.169779286926995 -543.604444745029
0.591 0.169204737732657 -543.435240007296
0.583 4.28816466552316 -539.147075341773
0.537 3.91061452513966 -535.236460816633
0.597 2.17755443886097 -533.058906377772
0.571 4.72854640980736 -528.330359967965
0.575 0.869565217391304 -527.460794750574
0.536 -7.46268656716418 -534.923481317738
0.485 -11.7525773195876 -546.676058637325
0.561 -1.96078431372549 -548.636842951051
0.505 -6.93069306930693 -555.567536020358
0.529 -3.59168241965974 -559.159218440018
0.555 13.1531531531532 -546.006065286864
0.532 2.63157894736842 -543.374486339496
0.515 3.30097087378641 -540.07351546571
0.558 -3.584229390681 -543.657744856391
0.538 5.20446096654275 -538.453283889848
0.546 0.366300366300366 -538.086983523547
0.587 1.19250425894378 -536.894479264604
0.532 -0.37593984962406 -537.270419114228
0.497 2.21327967806841 -535.057139436159
0.48 2.5 -532.557139436159
0.574 -18.1184668989547 -550.675606335114
0.574 3.13588850174216 -547.539717833372
0.558 -4.3010752688172 -551.840793102189
0.575 2.60869565217391 -549.232097450015
0.576 5.20833333333333 -544.023764116682
0.627 0.797448165869219 -543.226315950812
0.586 11.9453924914676 -531.280923459345
0.506 17.7865612648221 -513.494362194523
0.569 -11.4235500878735 -524.917912282396
0.569 -9.66608084358524 -534.583993125981
0.567 -4.76190476190476 -539.345897887886
0.57 5.96491228070175 -533.380985607184
0.576 7.29166666666667 -526.089318940518
0.577 -7.45233968804159 -533.54165862856
0.58 4.13793103448276 -529.403727594077
