gc_content gc_skew gc_culm
0.666 -12.012012012012 -12.012012012012
0.696 -10.0574712643678 -22.0694832763798
0.702 -5.6980056980057 -27.7674889743855
0.702 -7.97720797720798 -35.7446969515935
0.606 -2.97029702970297 -38.7149939812965
0.649 -3.23574730354391 -41.9507412848404
0.678 -5.30973451327434 -47.2604757981147
0.705 -22.8368794326241 -70.0973552307388
0.657 -19.9391171993912 -90.03647243013
0.639 -10.7981220657277 -100.834594495858
0.646 -5.88235294117647 -106.716947437034
0.641 -9.51638065522621 -116.23332809226
0.654 3.05810397553517 -113.175224116725
0.666 -10.2102102102102 -123.385434326935
0.609 -1.47783251231527 -124.863266839251
0.674 -5.34124629080119 -130.204513130052
0.686 -5.24781341107872 -135.452326541131
0.657 -12.0243531202435 -147.476679661374
0.621 -8.53462157809984 -156.011301239474
0.704 -15.0568181818182 -171.068119421292
0.653 -4.44104134762634 -175.509160768918
0.691 -14.616497829233 -190.125658598151
0.672 -8.92857142857143 -199.054230026723
0.651 -5.99078341013825 -205.045013436861
0.676 -12.1301775147929 -217.175190951654
0.686 -9.62099125364431 -226.796182205298
0.674 -10.0890207715134 -236.885202976812
0.672 -9.82142857142857 -246.70663154824
0.65 -5.53846153846154 -252.245093086702
0.666 -7.50750750750751 -259.752600594209
0.71 -1.12676056338028 -260.87936115759
0.674 -2.9673590504451 -263.846720208035
0.705 -2.97872340425532 -266.82544361229
0.714 -2.52100840336134 -269.346452015651
0.655 -0.152671755725191 -269.499123771377
0.68 -9.70588235294118 -279.205006124318
0.696 -3.16091954022989 -282.365925664548
0.693 -7.93650793650794 -290.302433601056
0.674 -7.71513353115727 -298.017567132213
0.689 -7.98258345428157 -306.000150586494
0.648 -11.4197530864198 -317.419903672914
0.603 -0.497512437810945 -317.917416110725
0.618 -8.41423948220065 -326.331655592926
0.622 -5.46623794212219 -331.797893535048
0.632 -1.58227848101266 -333.380172016061
0.671 -1.34128166915052 -334.721453685211
0.628 -3.5031847133758 -338.224638398587
0.647 -1.08191653786708 -339.306554936454
0.633 -5.52922590837283 -344.835780844827
0.621 -4.99194847020934 -349.827729315036
0.606 -5.61056105610561 -355.438290371142
0.644 -0.93167701863354 -356.369967389775
0.582 -4.12371134020619 -360.493678729982
0.617 -1.78282009724473 -362.276498827226
0.62 -1.61290322580645 -363.889402053033
0.637 -0.470957613814757 -364.360359666847
0.651 -4.45468509984639 -368.815044766694
0.606 -5.28052805280528 -374.095572819499
0.645 -1.70542635658915 -375.800999176088
0.671 -7.60059612518629 -383.401595301275
0.633 -1.4218009478673 -384.823396249142
0.611 -0.818330605564648 -385.641726854707
0.635 -3.62204724409449 -389.263774098801
0.722 -2.49307479224377 -391.756848891045
0.686 -4.3731778425656 -396.13002673361
0.677 1.03397341211226 -395.096053321498
0.659 -6.82852807283763 -401.924581394336
0.729 -8.64197530864197 -410.566556702978
0.667 2.84857571214393 -407.717980990834
0.659 -3.79362670713202 -411.511607697966
0.681 -0.734214390602056 -412.245822088568
0.616 -4.22077922077922 -416.466601309347
0.666 0.600600600600601 -415.866000708746
0.663 -4.07239819004525 -419.938398898792
0.629 6.20031796502385 -413.738080933768
0.666 -2.7027027027027 -416.440783636471
0.636 -2.83018867924528 -419.270972315716
0.609 -5.09031198686371 -424.36128430258
0.593 2.19224283305228 -422.169041469527
0.64 1.25 -420.919041469527
0.624 -3.20512820512821 -424.124169674655
0.666 -6.60660660660661 -430.730776281262
