gc_content gc_skew gc_culm
0.518 -19.6911196911197 -19.6911196911197
0.444 -35.5855855855856 -55.2767052767053
0.437 -9.38215102974828 -64.6588563064536
0.483 -18.4265010351967 -83.0853573416503
0.473 -14.1649048625793 -97.2502622042295
0.503 -14.9105367793241 -112.160798983554
0.445 -0.674157303370786 -112.834956286924
0.463 -8.85529157667387 -121.690247863598
0.454 -10.1321585903084 -131.822406453907
0.489 1.43149284253579 -130.390913611371
0.493 2.23123732251521 -128.159676288856
0.476 -13.0252100840336 -141.184886372889
0.452 -9.73451327433628 -150.919399647226
0.467 -11.7773019271949 -162.69670157442
0.514 -7.00389105058366 -169.700592625004
0.492 -13.4146341463415 -183.115226771345
0.449 -12.2494432071269 -195.364669978472
0.44 -11.3636363636364 -206.728306342109
0.455 -17.8021978021978 -224.530504144307
0.467 -7.49464668094218 -232.025150825249
0.445 -9.21348314606742 -241.238633971316
0.491 -9.16496945010183 -250.403603421418
0.45 -10.6666666666667 -261.070270088085
0.415 -12.7710843373494 -273.841354425434
0.453 -21.4128035320088 -295.254157957443
0.441 -16.0997732426304 -311.353931200073
0.466 -18.8841201716738 -330.238051371747
0.475 -14.5263157894737 -344.764367161221
0.516 -15.8914728682171 -360.655840029438
0.472 -14.8305084745763 -375.486348504014
0.426 -8.45070422535211 -383.937052729366
0.433 -13.1639722863741 -397.10102501574
0.439 -15.7175398633257 -412.818564879066
0.439 -16.1731207289294 -428.991685607996
0.44 -17.2727272727273 -446.264412880723
0.481 -20.1663201663202 -466.430733047043
0.478 -5.02092050209205 -471.451653549135
0.444 -6.30630630630631 -477.757959855441
0.436 0 -477.757959855441
0.456 -6.57894736842105 -484.336907223862
0.469 -12.5799573560768 -496.916864579939
0.452 -3.09734513274336 -500.014209712682
0.449 -12.6948775055679 -512.70908721825
0.474 -6.75105485232068 -519.460142070571
0.444 -9.90990990990991 -529.370051980481
0.462 -9.95670995670996 -539.326761937191
0.473 -4.43974630021142 -543.766508237402
0.466 -6.43776824034335 -550.204276477746
0.451 -11.7516629711752 -561.955939448921
0.461 -14.0997830802603 -576.055722529181
0.443 -7.44920993227991 -583.504932461461
0.462 -12.987012987013 -596.491945448474
0.467 -10.4925053533191 -606.984450801793
0.43 -22.3255813953488 -629.310032197142
0.437 -18.5354691075515 -647.845501304693
0.423 1.18203309692671 -646.663468207767
0.456 -17.1052631578947 -663.768731365661
0.441 -10.6575963718821 -674.426327737544
0.42 -8.09523809523809 -682.521565832782
0.437 -17.6201372997712 -700.141703132553
0.424 -5.18867924528302 -705.330382377836
0.456 -7.45614035087719 -712.786522728713
0.453 -13.0242825607064 -725.810805289419
0.457 -2.84463894967177 -728.655444239091
0.457 -6.34573304157549 -735.001177280667
0.457 -8.97155361050328 -743.97273089117
0.446 -10.762331838565 -754.735062729735
0.46 -9.1304347826087 -763.865497512344
0.443 -13.7697516930023 -777.635249205346
0.475 -9.05263157894737 -786.687880784293
0.478 -10.4602510460251 -797.148131830318
0.463 -3.67170626349892 -800.819838093817
0.462 -3.8961038961039 -804.715941989921
0.429 -3.03030303030303 -807.746245020224
0.485 -6.80412371134021 -814.550368731565
0.473 -1.05708245243129 -815.607451183996
0.503 -16.10337972167 -831.710830905666
0.463 -14.902807775378 -846.613638681044
0.49 -13.8775510204082 -860.491189701452
0.503 -5.76540755467197 -866.256597256124
0.552 -4.71014492753623 -870.96674218366
0.517 -5.22243713733075 -876.189179320991
0.485 -5.97938144329897 -882.16856076429
0.476 -7.98319327731092 -890.151754041601
0.486 -13.9917695473251 -904.143523588926
0.472 -15.2542372881356 -919.397760877061
0.498 -7.63052208835341 -927.028282965415
0.514 -21.011673151751 -948.039956117166
0.471 -5.73248407643312 -953.772440193599
0.449 -9.57683741648107 -963.34927761008
0.443 -7.90067720090293 -971.249954810983
0.422 -13.7440758293839 -984.994030640367
0.457 -15.9737417943107 -1000.96777243468
0.478 -16.3179916317992 -1017.28576406648
0.454 -15.8590308370044 -1033.14479490348
0.46 -5.21739130434783 -1038.36218620783
0.474 -18.5654008438819 -1056.92758705171
0.469 -7.46268656716418 -1064.39027361887
0.464 -11.2068965517241 -1075.5971701706
0.454 -10.5726872246696 -1086.16985739527
0.428 -11.6822429906542 -1097.85210038592
0.479 -0.626304801670146 -1098.47840518759
0.483 0.62111801242236 -1097.85728717517
0.474 -10.9704641350211 -1108.82775131019
0.469 -7.88912579957356 -1116.71687710977
0.487 -14.9897330595483 -1131.70661016931
0.481 -7.69230769230769 -1139.39891786162
0.478 -5.02092050209205 -1144.41983836371
0.361 -0.831024930747922 -1145.25086329446
0.526 -13.3079847908745 -1158.55884808534
0.488 -11.8852459016393 -1170.44409398698
0.488 -2.04918032786885 -1172.49327431484
0.48 -2.91666666666667 -1175.40994098151
0.429 -3.96270396270396 -1179.37264494421
0.487 0.205338809034908 -1179.16730613518
0.473 -4.0169133192389 -1183.18421945442
0.492 -8.94308943089431 -1192.12730888531
0.48 -2.08333333333333 -1194.21064221865
0.501 -6.187624750499 -1200.39826696915
0.471 -7.85562632696391 -1208.25389329611
0.459 -6.75381263616558 -1215.00770593227
0.507 -10.0591715976331 -1225.06687752991
0.451 -4.65631929046563 -1229.72319682037
0.446 -3.1390134529148 -1232.86221027329
0.421 -13.0641330166271 -1245.92634328992
0.469 1.06609808102345 -1244.86024520889
0.496 -4.03225806451613 -1248.89250327341
0.485 -2.68041237113402 -1251.57291564454
0.471 -12.5265392781316 -1264.09945492267
0.499 1.00200400801603 -1263.09745091466
0.501 -4.99001996007984 -1268.08747087474
0.5 -1.2 -1269.28747087474
0.464 1.72413793103448 -1267.5633329437
0.434 -1.84331797235023 -1269.40665091605
0.457 2.84463894967177 -1266.56201196638
0.467 -16.9164882226981 -1283.47850018908
0.476 -13.4453781512605 -1296.92387834034
0.493 -12.3732251521298 -1309.29710349247
0.521 4.03071017274472 -1305.26639331973
0.47 -0.425531914893617 -1305.69192523462
0.459 4.13943355119826 -1301.55249168342
0.483 -7.2463768115942 -1308.79886849501
0.477 3.56394129979036 -1305.23492719522
0.485 -4.32989690721649 -1309.56482410244
0.446 2.24215246636771 -1307.32267163607
0.477 0.628930817610063 -1306.69374081846
0.529 -2.45746691871456 -1309.15120773718
0.498 1.60642570281124 -1307.54478203437
