gc_content gc_skew gc_culm
0.636 1.88679245283019 1.88679245283019
0.684 -5.84795321637427 -3.96116076354408
0.701 5.84878744650499 1.88762668296091
0.704 -1.70454545454545 0.183081228415458
0.714 -0.560224089635854 -0.377142861220397
0.719 -7.64951321279555 -8.02665607401595
0.671 -0.14903129657228 -8.17568737058822
0.666 -9.00900900900901 -17.1846963795972
0.707 -2.97029702970297 -20.1549934093002
0.719 -3.19888734353268 -23.3538807528329
0.721 1.80305131761442 -21.5508294352185
0.706 -0.28328611898017 -21.8341155541986
0.705 -11.2056737588652 -33.0397893130639
0.671 5.21609538002981 -27.8236939330341
0.684 -4.3859649122807 -32.2096588453148
0.73 2.19178082191781 -30.017878023397
0.731 5.88235294117647 -24.1355250822205
0.724 4.41988950276243 -19.7156355794581
0.752 -2.92553191489362 -22.6411674943517
0.729 0.960219478737997 -21.6809480156137
0.696 1.14942528735632 -20.5315227282574
0.716 0.837988826815642 -19.6935339014417
0.737 1.49253731343284 -18.2009965880089
0.697 0.717360114777618 -17.4836364732313
0.699 -4.14878397711016 -21.6324204503414
0.719 5.70236439499305 -15.9300560553484
0.733 5.86630286493861 -10.0637531904098
0.698 11.1747851002865 1.11103190987676
0.735 -0.680272108843537 0.430759801033222
0.717 -3.76569037656904 -3.33493057553582
0.71 0 -3.33493057553582
0.724 0 -3.33493057553582
0.721 -0.970873786407767 -4.30580436194358
0.751 1.73102529960053 -2.57477906234305
0.695 -0.431654676258993 -3.00643373860204
0.708 5.64971751412429 2.64328377552225
0.693 3.31890331890332 5.96218709442557
0.708 -0.564971751412429 5.39721534301314
0.684 0.87719298245614 6.27440832546928
0.739 -2.84167794316644 3.43273038230284
0.74 -2.7027027027027 0.730027679600137
0.72 0.555555555555556 1.28558323515569
0.72 -0.833333333333333 0.45224990182236
0.722 -5.26315789473684 -4.81090799291448
0.74 -3.51351351351351 -8.324421506428
0.781 -2.43277848911652 -10.7571999955445
0.693 3.8961038961039 -6.86109609944062
0.682 -2.93255131964809 -9.79364741908871
0.699 2.14592274678112 -7.6477246723076
0.722 0.831024930747922 -6.81669974155967
0.747 -0.937081659973226 -7.7537814015329
0.721 -5.68654646324549 -13.4403278647784
0.668 -0.898203592814371 -14.3385314575928
0.688 1.16279069767442 -13.1757407599183
0.641 2.34009360374415 -10.8356471561742
0.674 -6.52818991097923 -17.3638370671534
0.708 2.25988700564972 -15.1039500615037
0.748 -0.53475935828877 -15.6387094197925
0.682 -2.63929618768328 -18.2780056074758
0.713 -0.981767180925666 -19.2597727884014
0.692 2.3121387283237 -16.9476340600777
0.712 -2.24719101123596 -19.1948250713137
0.713 -3.50631136044881 -22.7011364317625
0.664 -6.92771084337349 -29.628847275136
0.724 -3.03867403314917 -32.6675213082852
0.73 -0.273972602739726 -32.9414939110249
0.72 -2.77777777777778 -35.7192716888027
0.712 8.14606741573034 -27.5732042730723
0.688 0.872093023255814 -26.7011112498165
0.681 -8.66372980910426 -35.3648410589208
0.666 -4.8048048048048 -40.1696458637256
0.67 -1.19402985074627 -41.3636757144718
0.71 1.69014084507042 -39.6735348694014
0.72 -1.66666666666667 -41.3402015360681
0.689 -1.30624092888244 -42.6464424649505
0.72 2.22222222222222 -40.4242202427283
0.712 3.08988764044944 -37.3343326022789
0.735 0.136054421768707 -37.1982781805102
0.735 -3.6734693877551 -40.8717475682653
0.668 2.09580838323353 -38.7759391850317
0.684 2.63157894736842 -36.1443602376633
0.714 2.24089635854342 -33.9034638791199
0.714 -1.12044817927171 -35.0239120583916
0.698 -3.43839541547278 -38.4623074738644
0.705 -0.141843971631206 -38.6041514454956
0.686 -2.04081632653061 -40.6449677720262
0.726 -7.98898071625344 -48.6339484882796
0.724 8.28729281767956 -40.3466556706001
0.742 2.42587601078167 -37.9207796598184
0.718 1.67130919220056 -36.2494704676178
0.687 3.63901018922853 -32.6104602783893
0.705 0.425531914893617 -32.1849283634957
0.713 4.34782608695652 -27.8371022765392
0.678 -5.6047197640118 -33.441822040551
0.733 2.59208731241473 -30.8497347281362
0.721 4.57697642163662 -26.2727583064996
0.711 -3.23488045007032 -29.50763875657
0.727 5.91471801925722 -23.5929207373127
0.724 0.828729281767956 -22.7641914555448
0.739 2.30040595399188 -20.4637855015529
0.726 2.20385674931129 -18.2599287522416
0.713 -4.06732117812062 -22.3272499303622
0.723 -1.52143845089903 -23.8486883812612
0.704 0.852272727272727 -22.9964156539885
0.713 -0.981767180925666 -23.9781828349142
0.694 -5.76368876080692 -29.7418715957211
0.698 0 -29.7418715957211
0.72 1.66666666666667 -28.0752049290544
