contig_1	Prodigal	CDS	1	261	.	-	0	ID=LKKGNI_00005;Name=hypothetical protein;locus_tag=LKKGNI_00005;product=hypothetical protein
contig_1	Prodigal	CDS	278	1384	.	+	0	ID=LKKGNI_00010;Name=hypothetical protein;locus_tag=LKKGNI_00010;product=hypothetical protein;Dbxref=PFAM:PF13439.9,PFAM:PF13692.9,PFAM:PF13579.9
contig_1	Prodigal	CDS	1381	2328	.	-	0	ID=LKKGNI_00015;Name=hypothetical protein;locus_tag=LKKGNI_00015;product=hypothetical protein;Dbxref=PFAM:PF13641.9
contig_1	Prodigal	CDS	2341	2643	.	-	0	ID=LKKGNI_00020;Name=hypothetical protein;locus_tag=LKKGNI_00020;product=hypothetical protein
contig_1	Prodigal	CDS	2727	3335	.	-	0	ID=LKKGNI_00025;Name=hypothetical protein;locus_tag=LKKGNI_00025;product=hypothetical protein
contig_1	Prodigal	CDS	3675	3866	.	-	0	ID=LKKGNI_00030;Name=hypothetical protein;locus_tag=LKKGNI_00030;product=hypothetical protein
contig_1	Prodigal	CDS	4264	4692	.	-	0	ID=LKKGNI_00035;Name=hypothetical protein;locus_tag=LKKGNI_00035;product=hypothetical protein;Dbxref=PFAM:PF13578.9,PFAM:PF05711.14
contig_1	Prodigal	CDS	5233	6429	.	-	0	ID=LKKGNI_00040;Name=hypothetical protein;locus_tag=LKKGNI_00040;product=hypothetical protein
contig_1	Prodigal	CDS	6426	7331	.	-	0	ID=LKKGNI_00045;Name=hypothetical protein;locus_tag=LKKGNI_00045;product=hypothetical protein
contig_1	Prodigal	CDS	7353	8771	.	-	0	ID=LKKGNI_00050;Name=Membrane fusion protein (MFP) family protein;locus_tag=LKKGNI_00050;product=Membrane fusion protein (MFP) family protein;Dbxref=SO:0001217,UniRef:UniRef50_A0A1Y5RYC1
contig_1	Prodigal	CDS	8774	10978	.	-	0	ID=LKKGNI_00055;Name=Type I secretion system permease/ATPase;locus_tag=LKKGNI_00055;product=Type I secretion system permease/ATPase;Dbxref=SO:0001217,UniRef:UniRef50_A0A7Y8MNS9
contig_1	Prodigal	CDS	11090	12466	.	-	0	ID=LKKGNI_00060;Name=hypothetical protein;locus_tag=LKKGNI_00060;product=hypothetical protein
contig_1	Prodigal	CDS	12991	15900	.	+	0	ID=LKKGNI_00065;Name=hypothetical protein;locus_tag=LKKGNI_00065;product=hypothetical protein;Dbxref=PFAM:PF03160.17,PFAM:PF03160.17,PFAM:PF03160.17
contig_1	Prodigal	CDS	16051	16704	.	+	0	ID=LKKGNI_00070;Name=hypothetical protein;locus_tag=LKKGNI_00070;product=hypothetical protein
contig_1	Prodigal	CDS	16701	17693	.	+	0	ID=LKKGNI_00075;Name=hypothetical protein;locus_tag=LKKGNI_00075;product=hypothetical protein
contig_1	Prodigal	CDS	17745	18605	.	+	0	ID=LKKGNI_00080;Name=Acyl-CoA thioesterase II;locus_tag=LKKGNI_00080;product=Acyl-CoA thioesterase II;Dbxref=SO:0001217,UniRef:UniRef50_G8PX16
contig_1	Prodigal	CDS	18612	19853	.	-	0	ID=LKKGNI_00085;Name=hypothetical protein;locus_tag=LKKGNI_00085;product=hypothetical protein
contig_1	Prodigal	CDS	19989	20645	.	-	0	ID=LKKGNI_00090;Name=Methyltransf-25 domain-containing protein;locus_tag=LKKGNI_00090;product=Methyltransf-25 domain-containing protein;Dbxref=SO:0001217,UniRef:UniRef50_A0A3C0M746
contig_1	Prodigal	CDS	20645	21865	.	-	0	ID=LKKGNI_00095;Name=S-adenosylmethionine--diacylglycerol 3-amino-3-carboxypropyl transferase;locus_tag=LKKGNI_00095;product=S-adenosylmethionine--diacylglycerol 3-amino-3-carboxypropyl transferase;Dbxref=SO:0001217,UniRef:UniRef50_W0AK57
contig_1	Prodigal	CDS	21937	23310	.	+	0	ID=LKKGNI_00100;Name=RsmB/NOP family class I SAM-dependent RNA methyltransferase;locus_tag=LKKGNI_00100;product=RsmB/NOP family class I SAM-dependent RNA methyltransferase;Dbxref=SO:0001217,UniRef:UniRef50_A0A7Y8MTY0
