contig_1	Prodigal	CDS	2	976	.	+	0	ID=OIBCPN_00005;Name=Phenylacetate-coenzyme A ligase;locus_tag=OIBCPN_00005;product=Phenylacetate-coenzyme A ligase;Dbxref=SO:0001217,UniRef:UniRef50_A0A2N7QY09
contig_1	Prodigal	CDS	969	2399	.	+	0	ID=OIBCPN_00010;Name=Putative O-glycosylation ligase%2C exosortase A system-associated;locus_tag=OIBCPN_00010;product=Putative O-glycosylation ligase%2C exosortase A system-associated;Dbxref=SO:0001217,UniRef:UniRef50_A0A5S4EHU0,UniRef:UniRef90_A0A6N0ZLV6
contig_1	Prodigal	CDS	2434	3270	.	+	0	ID=OIBCPN_00015;Name=NodB-like y domain-containing protein;locus_tag=OIBCPN_00015;product=NodB-like y domain-containing protein;Dbxref=SO:0001217,UniRef:UniRef50_A0A5S4EI67,UniRef:UniRef90_A0A533R495
contig_1	Prodigal	CDS	3482	4693	.	+	0	ID=OIBCPN_00020;Name=SQHop-cyclase-C domain-containing protein;locus_tag=OIBCPN_00020;product=SQHop-cyclase-C domain-containing protein;Dbxref=SO:0001217,UniParc:UPI0015982383,UniRef:UniRef100_A0A6N0ZG93,UniRef:UniRef50_A0A7V9QKM8,UniRef:UniRef90_A0A6N0ZG93
contig_1	Prodigal	CDS	4856	6325	.	+	0	ID=OIBCPN_00025;Name=Teichuronic acid biosynthesis protein TuaB;locus_tag=OIBCPN_00025;product=Teichuronic acid biosynthesis protein TuaB;Dbxref=SO:0001217,UniParc:UPI00159AF6F3,UniRef:UniRef100_A0A6N0ZIA9,UniRef:UniRef50_A0A011PPE8,UniRef:UniRef90_A0A533QPL9;gene=tuaB
contig_1	Prodigal	CDS	6322	7482	.	+	0	ID=OIBCPN_00030;Name=FAD-dependent oxidoreductase;locus_tag=OIBCPN_00030;product=FAD-dependent oxidoreductase;Dbxref=SO:0001217,UniParc:UPI00159790D5,UniRef:UniRef100_A0A6N0ZI54,UniRef:UniRef50_A0A011MEG2,UniRef:UniRef90_A0A6N0ZI54
contig_1	Prodigal	CDS	7541	8725	.	+	0	ID=OIBCPN_00035;Name=DegT/DnrJ/EryC1/StrS family aminotransferase;locus_tag=OIBCPN_00035;product=DegT/DnrJ/EryC1/StrS family aminotransferase;Dbxref=SO:0001217,UniRef:UniRef50_A0A011NUA7,UniRef:UniRef90_A0A6N0ZJI1
contig_1	Prodigal	CDS	8706	9623	.	+	0	ID=OIBCPN_00040;Name=Glyco-trans-2-like domain-containing protein;locus_tag=OIBCPN_00040;product=Glyco-trans-2-like domain-containing protein;Dbxref=SO:0001217,UniRef:UniRef50_A0A351BL96,UniRef:UniRef90_A0A533QQ63
contig_1	Prodigal	CDS	9744	10487	.	+	0	ID=OIBCPN_00045;Name=Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE;locus_tag=OIBCPN_00045;product=Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE;Dbxref=SO:0001217,UniParc:UPI0015981BD2,UniRef:UniRef100_A0A6N0ZFU6,UniRef:UniRef50_A0A533QPM5,UniRef:UniRef90_A0A533QPM5;gene=ubiE
contig_1	Prodigal	CDS	10480	11271	.	+	0	ID=OIBCPN_00050;Name=Methyltransf-11 domain-containing protein;locus_tag=OIBCPN_00050;product=Methyltransf-11 domain-containing protein;Dbxref=SO:0001217,UniParc:UPI0015975680,UniRef:UniRef100_A0A6N0ZL80,UniRef:UniRef50_A0A011PPE3,UniRef:UniRef90_A0A533QPT7
contig_1	Prodigal	CDS	11265	12146	.	+	0	ID=OIBCPN_00055;Name=APH domain-containing protein;locus_tag=OIBCPN_00055;product=APH domain-containing protein;Dbxref=SO:0001217,UniParc:UPI00159B5E01,UniRef:UniRef100_A0A6N0ZG87,UniRef:UniRef50_A0A011MEF7,UniRef:UniRef90_A0A533QVP6
contig_1	Prodigal	CDS	12213	13640	.	+	0	ID=OIBCPN_00060;Name=Lipopolysaccharide biosynthesis protein WzxC;locus_tag=OIBCPN_00060;product=Lipopolysaccharide biosynthesis protein WzxC;Dbxref=SO:0001217,UniRef:UniRef50_A0A3D5EVQ3,UniRef:UniRef90_A0A533R488;gene=wzxC
contig_1	Prodigal	CDS	14005	14466	.	+	0	ID=OIBCPN_00065;Name=FkbM family methyltransferase;locus_tag=OIBCPN_00065;product=FkbM family methyltransferase;Dbxref=SO:0001217,UniRef:UniRef50_A0A011N009,UniRef:UniRef90_A0A6N0ZFA9;pseudo=True;gene=fkbM
contig_1	Prodigal	CDS	14497	14772	.	+	0	ID=OIBCPN_00070;Name=hypothetical protein;locus_tag=OIBCPN_00070;product=hypothetical protein
contig_1	Prodigal	CDS	14947	16197	.	-	0	ID=OIBCPN_00075;Name=Glycosyltransferase;locus_tag=OIBCPN_00075;product=Glycosyltransferase;Dbxref=SO:0001217,UniParc:UPI00159763C7,UniRef:UniRef100_A0A6N0ZG88,UniRef:UniRef50_A1KAL3,UniRef:UniRef90_A0A533QS62
contig_1	Prodigal	CDS	16310	18082	.	-	0	ID=OIBCPN_00080;Name=Asparagine synthase;locus_tag=OIBCPN_00080;product=Asparagine synthase;Dbxref=EC:6.3.5.4,KEGG:K01953,SO:0001217,UniParc:UPI001597BC3A,UniRef:UniRef100_A0A6N0ZIA1,UniRef:UniRef50_A0A011QG32,UniRef:UniRef90_A0A6N0ZIA1
contig_1	Prodigal	CDS	18701	19762	.	+	0	ID=OIBCPN_00085;Name=Transmembrane protein;locus_tag=OIBCPN_00085;product=Transmembrane protein;Dbxref=SO:0001217,UniRef:UniRef50_A0A011MEF3,UniRef:UniRef90_A0A6N0ZI44
contig_1	Prodigal	CDS	19759	22572	.	+	0	ID=OIBCPN_00090;Name=Acyltransferase;locus_tag=OIBCPN_00090;product=Acyltransferase;Dbxref=KEGG:K16568,SO:0001217,UniParc:UPI001599636F,UniRef:UniRef100_A0A6N0ZJH4,UniRef:UniRef50_A0A011NU95,UniRef:UniRef90_A0A6N0ZJH4
contig_1	Prodigal	CDS	22712	25036	.	-	0	ID=OIBCPN_00095;Name=30S ribosomal protein S1;locus_tag=OIBCPN_00095;product=30S ribosomal protein S1;Dbxref=SO:0001217,UniParc:UPI0015987397,UniRef:UniRef100_A0A6N0ZFJ7,UniRef:UniRef50_A0A451BIM3,UniRef:UniRef90_A0A011PWP6
contig_1	Prodigal	CDS	25355	25819	.	+	0	ID=OIBCPN_00100;Name=hypothetical protein;locus_tag=OIBCPN_00100;product=hypothetical protein
contig_1	Prodigal	CDS	25939	26391	.	+	0	ID=OIBCPN_00105;Name=FecR domain-containing protein;locus_tag=OIBCPN_00105;product=FecR domain-containing protein;Dbxref=SO:0001217,UniParc:UPI001215AFC2,UniRef:UniRef100_A0A533QS65,UniRef:UniRef50_A0A369XMU3,UniRef:UniRef90_A0A533QS65;gene=fecR
contig_1	Prodigal	CDS	26388	26978	.	+	0	ID=OIBCPN_00110;Name=Outer membrane porin F;locus_tag=OIBCPN_00110;product=Outer membrane porin F;Dbxref=SO:0001217,UniParc:UPI00159B6A5A,UniRef:UniRef100_A0A6N0ZG80,UniRef:UniRef50_A0A011MEE9,UniRef:UniRef90_A0A533QSP5
contig_1	Prodigal	CDS	27028	29007	.	+	0	ID=OIBCPN_00115;Name=Adenylate cyclase 1;locus_tag=OIBCPN_00115;product=Adenylate cyclase 1;Dbxref=SO:0001217,UniParc:UPI0011F4AB03,UniRef:UniRef100_A0A533QSF9,UniRef:UniRef50_A0A011PJ61,UniRef:UniRef90_A0A533QSF9
